ProcessID,Arrival_Time,Burst_Time,Priority,Start_Time,Completion_Time,Turnaround_Time,Waiting_Time
P4,7,40,10,229063,229103,229096,229056
P8,12,22,10,229103,229125,229113,229091
P12,19,22,10,229125,229147,229128,229106
P13,20,20,10,229147,229167,229147,229127
P25,29,45,10,229167,229212,229183,229138
P29,37,26,10,229212,229238,229201,229175
P43,60,10,10,229238,229248,229188,229178
P49,67,36,10,229248,229284,229217,229181
P50,68,41,10,229284,229325,229257,229216
P54,73,28,10,229325,229353,229280,229252
P55,75,6,10,229353,229359,229284,229278
P61,85,10,10,229359,229369,229284,229274
P82,111,34,10,229369,229403,229292,229258
P88,121,47,10,229403,229450,229329,229282
P91,126,23,10,229450,229473,229347,229324
P94,131,18,10,229473,229491,229360,229342
P101,140,36,10,229491,229527,229387,229351
P118,167,32,10,229527,229559,229392,229360
P138,195,23,10,229559,229582,229387,229364
P149,210,11,10,229582,229593,229383,229372
P153,216,46,10,229593,229639,229423,229377
P160,222,46,10,229639,229685,229463,229417
P161,225,35,10,229685,229720,229495,229460
P170,238,21,10,229720,229741,229503,229482
P171,238,37,10,229741,229778,229540,229503
P178,253,19,10,229778,229797,229544,229525
P181,258,18,10,229797,229815,229557,229539
P194,280,41,10,229815,229856,229576,229535
P201,292,7,10,229856,229863,229571,229564
P212,310,4,10,229863,229867,229557,229553
P213,310,10,10,229867,229877,229567,229557
P221,327,46,10,229877,229923,229596,229550
P223,330,25,10,229923,229948,229618,229593
P266,385,38,10,229948,229986,229601,229563
P267,385,34,10,229986,230020,229635,229601
P271,390,37,10,230020,230057,229667,229630
P288,416,8,10,230057,230065,229649,229641
P290,417,8,10,230065,230073,229656,229648
P306,443,15,10,230073,230088,229645,229630
P314,456,15,10,230088,230103,229647,229632
P315,456,48,10,230103,230151,229695,229647
P321,466,1,10,230151,230152,229686,229685
P330,482,2,10,230152,230154,229672,229670
P350,506,33,10,230154,230187,229681,229648
P366,535,26,10,230187,230213,229678,229652
P371,542,38,10,230213,230251,229709,229671
P384,564,15,10,230251,230266,229702,229687
P388,567,43,10,230266,230309,229742,229699
P395,579,17,10,230309,230326,229747,229730
P401,588,37,10,230326,230363,229775,229738
P428,633,4,10,230363,230367,229734,229730
P429,634,16,10,230367,230383,229749,229733
P441,644,5,10,230383,230388,229744,229739
P443,646,17,10,230388,230405,229759,229742
P448,654,21,10,230405,230426,229772,229751
P462,674,19,10,230426,230445,229771,229752
P475,686,38,10,230445,230483,229797,229759
P477,688,2,10,230483,230485,229797,229795
P488,705,36,10,230485,230521,229816,229780
P504,725,50,10,230521,230571,229846,229796
P510,735,20,10,230571,230591,229856,229836
P521,754,38,10,230591,230629,229875,229837
P535,778,30,10,230629,230659,229881,229851
P557,813,40,10,230659,230699,229886,229846
P558,813,46,10,230699,230745,229932,229886
P559,816,15,10,230745,230760,229944,229929
P569,831,45,10,230760,230805,229974,229929
P574,840,6,10,230805,230811,229971,229965
P575,843,26,10,230811,230837,229994,229968
P581,845,12,10,230837,230849,230004,229992
P583,848,7,10,230849,230856,230008,230001
P588,855,5,10,230856,230861,230006,230001
P589,858,31,10,230861,230892,230034,230003
P600,877,39,10,230892,230931,230054,230015
P602,879,43,10,230931,230974,230095,230052
P604,885,40,10,230974,231014,230129,230089
P611,896,27,10,231014,231041,230145,230118
P616,901,33,10,231041,231074,230173,230140
P632,927,39,10,231074,231113,230186,230147
P647,942,6,10,231113,231119,230177,230171
P651,953,36,10,231119,231155,230202,230166
P657,960,19,10,231155,231174,230214,230195
P664,972,18,10,231174,231192,230220,230202
P669,981,36,10,231192,231228,230247,230211
P681,997,24,10,231228,231252,230255,230231
P683,998,46,10,231252,231298,230300,230254
P696,1020,28,10,231298,231326,230306,230278
P698,1024,1,10,231326,231327,230303,230302
P699,1027,22,10,231327,231349,230322,230300
P706,1041,31,10,231349,231380,230339,230308
P712,1053,1,10,231380,231381,230328,230327
P713,1053,32,10,231381,231413,230360,230328
P715,1057,22,10,231413,231435,230378,230356
P723,1069,11,10,231435,231446,230377,230366
P728,1076,5,10,231446,231451,230375,230370
P729,1077,47,10,231451,231498,230421,230374
P737,1086,16,10,231498,231514,230428,230412
P743,1090,49,10,231514,231563,230473,230424
P748,1095,46,10,231563,231609,230514,230468
P749,1096,32,10,231609,231641,230545,230513
P762,1113,50,10,231641,231691,230578,230528
P763,1115,34,10,231691,231725,230610,230576
P768,1122,12,10,231725,231737,230615,230603
P774,1135,25,10,231737,231762,230627,230602
P776,1138,43,10,231762,231805,230667,230624
P778,1142,33,10,231805,231838,230696,230663
P782,1149,37,10,231838,231875,230726,230689
P784,1154,38,10,231875,231913,230759,230721
P785,1155,14,10,231913,231927,230772,230758
P803,1187,47,10,231927,231974,230787,230740
P807,1192,37,10,231974,232011,230819,230782
P813,1199,38,10,232011,232049,230850,230812
P830,1219,48,10,232049,232097,230878,230830
P843,1235,25,10,232097,232122,230887,230862
P860,1264,44,10,232122,232166,230902,230858
P877,1287,9,10,232166,232175,230888,230879
P878,1289,47,10,232175,232222,230933,230886
P885,1301,11,10,232222,232233,230932,230921
P890,1307,44,10,232233,232277,230970,230926
P892,1309,43,10,232277,232320,231011,230968
P907,1337,28,10,232320,232348,231011,230983
P949,1409,50,10,232348,232398,230989,230939
P952,1414,36,10,232398,232434,231020,230984
P954,1417,24,10,232434,232458,231041,231017
P962,1428,43,10,232458,232501,231073,231030
P964,1433,19,10,232501,232520,231087,231068
P978,1450,33,10,232520,232553,231103,231070
P1001,1481,33,10,232553,232586,231105,231072
P1050,1544,33,10,232586,232619,231075,231042
P1057,1551,25,10,232619,232644,231093,231068
P1076,1583,34,10,232644,232678,231095,231061
P1093,1597,9,10,232678,232687,231090,231081
P1104,1612,2,10,232687,232689,231077,231075
P1135,1653,38,10,232689,232727,231074,231036
P1140,1665,13,10,232727,232740,231075,231062
P1157,1682,32,10,232740,232772,231090,231058
P1170,1706,10,10,232772,232782,231076,231066
P1171,1706,23,10,232782,232805,231099,231076
P1181,1723,40,10,232805,232845,231122,231082
P1214,1773,19,10,232845,232864,231091,231072
P1241,1810,23,10,232864,232887,231077,231054
P1244,1816,4,10,232887,232891,231075,231071
P1256,1835,47,10,232891,232938,231103,231056
P1261,1844,38,10,232938,232976,231132,231094
P1266,1849,35,10,232976,233011,231162,231127
P1296,1892,46,10,233011,233057,231165,231119
P1318,1925,8,10,233057,233065,231140,231132
P1320,1931,39,10,233065,233104,231173,231134
P1321,1932,20,10,233104,233124,231192,231172
P1322,1932,34,10,233124,233158,231226,231192
P1324,1935,42,10,233158,233200,231265,231223
P1332,1948,41,10,233200,233241,231293,231252
P1351,1971,30,10,233241,233271,231300,231270
P1357,1977,22,10,233271,233293,231316,231294
P1362,1980,4,10,233293,233297,231317,231313
P1368,1988,10,10,233297,233307,231319,231309
P1369,1990,35,10,233307,233342,231352,231317
P1380,2011,4,10,233342,233346,231335,231331
P1398,2040,45,10,233346,233391,231351,231306
P1405,2048,39,10,233391,233430,231382,231343
P1408,2052,40,10,233430,233470,231418,231378
P1422,2074,7,10,233470,233477,231403,231396
P1424,2074,32,10,233477,233509,231435,231403
P1427,2081,18,10,233509,233527,231446,231428
P1435,2096,3,10,233527,233530,231434,231431
P1455,2127,26,10,233530,233556,231429,231403
P1456,2128,48,10,233556,233604,231476,231428
P1459,2134,6,10,233604,233610,231476,231470
P1464,2137,49,10,233610,233659,231522,231473
P1477,2155,22,10,233659,233681,231526,231504
P1482,2163,40,10,233681,233721,231558,231518
P1493,2182,24,10,233721,233745,231563,231539
P1494,2185,26,10,233745,233771,231586,231560
P1510,2207,36,10,233771,233807,231600,231564
P1525,2227,46,10,233807,233853,231626,231580
P1532,2233,26,10,233853,233879,231646,231620
P1549,2256,7,10,233879,233886,231630,231623
P1566,2291,24,10,233886,233910,231619,231595
P1570,2299,14,10,233910,233924,231625,231611
P1576,2307,6,10,233924,233930,231623,231617
P1577,2309,36,10,233930,233966,231657,231621
P1579,2313,31,10,233966,233997,231684,231653
P1582,2320,21,10,233997,234018,231698,231677
P1585,2325,32,10,234018,234050,231725,231693
P1588,2331,33,10,234050,234083,231752,231719
P1591,2333,13,10,234083,234096,231763,231750
P1611,2366,5,10,234096,234101,231735,231730
P1616,2373,24,10,234101,234125,231752,231728
P1626,2388,11,10,234125,234136,231748,231737
P1627,2390,45,10,234136,234181,231791,231746
P1633,2397,48,10,234181,234229,231832,231784
P1638,2405,4,10,234229,234233,231828,231824
P1641,2408,26,10,234233,234259,231851,231825
P1685,2470,24,10,234259,234283,231813,231789
P1701,2492,21,10,234283,234304,231812,231791
P1745,2550,8,10,234304,234312,231762,231754
P1747,2553,39,10,234312,234351,231798,231759
P1756,2565,8,10,234351,234359,231794,231786
P1763,2579,14,10,234359,234373,231794,231780
P1776,2599,17,10,234373,234390,231791,231774
P1790,2620,8,10,234390,234398,231778,231770
P1797,2629,12,10,234398,234410,231781,231769
P1830,2677,34,10,234410,234444,231767,231733
P1844,2699,32,10,234444,234476,231777,231745
P1856,2720,8,10,234476,234484,231764,231756
P1862,2728,22,10,234484,234506,231778,231756
P1866,2732,12,10,234506,234518,231786,231774
P1881,2753,36,10,234518,234554,231801,231765
P1888,2765,30,10,234554,234584,231819,231789
P1910,2796,24,10,234584,234608,231812,231788
P1914,2806,9,10,234608,234617,231811,231802
P1916,2811,46,10,234617,234663,231852,231806
P1921,2818,24,10,234663,234687,231869,231845
P1928,2822,29,10,234687,234716,231894,231865
P1929,2825,5,10,234716,234721,231896,231891
P1951,2852,33,10,234721,234754,231902,231869
P1958,2863,46,10,234754,234800,231937,231891
P1967,2876,48,10,234800,234848,231972,231924
P1973,2882,34,10,234848,234882,232000,231966
P1975,2886,13,10,234882,234895,232009,231996
P1981,2897,1,10,234895,234896,231999,231998
P1990,2910,3,10,234896,234899,231989,231986
P2016,2944,49,10,234899,234948,232004,231955
P2038,2981,22,10,234948,234970,231989,231967
P2041,2988,21,10,234970,234991,232003,231982
P2051,2996,26,10,234991,235017,232021,231995
P2055,3000,17,10,235017,235034,232034,232017
P2061,3010,5,10,235034,235039,232029,232024
P2062,3012,46,10,235039,235085,232073,232027
P2068,3023,29,10,235085,235114,232091,232062
P2084,3054,12,10,235114,235126,232072,232060
P2099,3077,35,10,235126,235161,232084,232049
P2101,3078,45,10,235161,235206,232128,232083
P2113,3095,28,10,235206,235234,232139,232111
P2130,3120,42,10,235234,235276,232156,232114
P2131,3121,9,10,235276,235285,232164,232155
P2135,3125,33,10,235285,235318,232193,232160
P2137,3126,21,10,235318,235339,232213,232192
P2145,3135,1,10,235339,235340,232205,232204
P2166,3166,49,10,235340,235389,232223,232174
P2184,3189,7,10,235389,235396,232207,232200
P2185,3192,2,10,235396,235398,232206,232204
P2214,3229,45,10,235398,235443,232214,232169
P2221,3235,4,10,235443,235447,232212,232208
P2225,3236,14,10,235447,235461,232225,232211
P2242,3266,50,10,235461,235511,232245,232195
P2247,3275,12,10,235511,235523,232248,232236
P2248,3275,17,10,235523,235540,232265,232248
P2259,3296,7,10,235540,235547,232251,232244
P2267,3304,47,10,235547,235594,232290,232243
P2283,3335,43,10,235594,235637,232302,232259
P2286,3339,2,10,235637,235639,232300,232298
P2287,3340,2,10,235639,235641,232301,232299
P2299,3355,39,10,235641,235680,232325,232286
P2308,3377,36,10,235680,235716,232339,232303
P2318,3391,9,10,235716,235725,232334,232325
P2345,3430,2,10,235725,235727,232297,232295
P2346,3433,26,10,235727,235753,232320,232294
P2368,3473,16,10,235753,235769,232296,232280
P2372,3482,29,10,235769,235798,232316,232287
P2381,3500,1,10,235798,235799,232299,232298
P2387,3511,45,10,235799,235844,232333,232288
P2388,3512,4,10,235844,235848,232336,232332
P2392,3518,40,10,235848,235888,232370,232330
P2420,3553,1,10,235888,235889,232336,232335
P2422,3556,24,10,235889,235913,232357,232333
P2432,3569,17,10,235913,235930,232361,232344
P2443,3588,31,10,235930,235961,232373,232342
P2446,3591,5,10,235961,235966,232375,232370
P2452,3596,43,10,235966,236009,232413,232370
P2456,3601,21,10,236009,236030,232429,232408
P2474,3626,33,10,236030,236063,232437,232404
P2479,3633,25,10,236063,236088,232455,232430
P2481,3636,2,10,236088,236090,232454,232452
P2497,3657,45,10,236090,236135,232478,232433
P2500,3666,15,10,236135,236150,232484,232469
P2513,3678,37,10,236150,236187,232509,232472
P2542,3722,12,10,236187,236199,232477,232465
P2555,3751,29,10,236199,236228,232477,232448
P2564,3770,44,10,236228,236272,232502,232458
P2581,3787,25,10,236272,236297,232510,232485
P2593,3807,1,10,236297,236298,232491,232490
P2606,3830,21,10,236298,236319,232489,232468
P2618,3851,34,10,236319,236353,232502,232468
P2629,3862,17,10,236353,236370,232508,232491
P2635,3868,29,10,236370,236399,232531,232502
P2655,3900,10,10,236399,236409,232509,232499
P2678,3929,48,10,236409,236457,232528,232480
P2690,3953,17,10,236457,236474,232521,232504
P2706,3976,1,10,236474,236475,232499,232498
P2709,3981,48,10,236475,236523,232542,232494
P2713,3990,50,10,236523,236573,232583,232533
P2717,3994,43,10,236573,236616,232622,232579
P2728,4012,27,10,236616,236643,232631,232604
P2737,4029,16,10,236643,236659,232630,232614
P2765,4066,32,10,236659,236691,232625,232593
P2769,4067,43,10,236691,236734,232667,232624
P2775,4074,30,10,236734,236764,232690,232660
P2776,4075,29,10,236764,236793,232718,232689
P2785,4091,20,10,236793,236813,232722,232702
P2793,4101,22,10,236813,236835,232734,232712
P2795,4104,38,10,236835,236873,232769,232731
P2797,4107,23,10,236873,236896,232789,232766
P2798,4110,5,10,236896,236901,232791,232786
P2799,4111,36,10,236901,236937,232826,232790
P2820,4144,32,10,236937,236969,232825,232793
P2835,4165,45,10,236969,237014,232849,232804
P2846,4180,45,10,237014,237059,232879,232834
P2869,4210,38,10,237059,237097,232887,232849
P2872,4214,28,10,237097,237125,232911,232883
P2880,4226,4,10,237125,237129,232903,232899
P2896,4255,27,10,237129,237156,232901,232874
P2900,4262,24,10,237156,237180,232918,232894
P2901,4265,32,10,237180,237212,232947,232915
P2918,4295,24,10,237212,237236,232941,232917
P2919,4298,45,10,237236,237281,232983,232938
P2926,4308,4,10,237281,237285,232977,232973
P2939,4333,33,10,237285,237318,232985,232952
P2957,4359,20,10,237318,237338,232979,232959
P2970,4377,29,10,237338,237367,232990,232961
P2988,4400,23,10,237367,237390,232990,232967
P2991,4404,45,10,237390,237435,233031,232986
P2992,4406,29,10,237435,237464,233058,233029
P2993,4409,11,10,237464,237475,233066,233055
P2996,4410,4,10,237475,237479,233069,233065
P3002,4422,25,10,237479,237504,233082,233057
P3015,4441,25,10,237504,237529,233088,233063
P3020,4448,26,10,237529,237555,233107,233081
P3041,4479,5,10,237555,237560,233081,233076
P3066,4509,9,10,237560,237569,233060,233051
P3080,4530,24,10,237569,237593,233063,233039
P3108,4570,41,10,237593,237634,233064,233023
P3111,4571,39,10,237634,237673,233102,233063
P3115,4573,8,10,237673,237681,233108,233100
P3119,4581,20,10,237681,237701,233120,233100
P3137,4603,44,10,237701,237745,233142,233098
P3141,4609,33,10,237745,237778,233169,233136
P3161,4633,44,10,237778,237822,233189,233145
P3172,4650,50,10,237822,237872,233222,233172
P3185,4673,6,10,237872,237878,233205,233199
P3195,4686,29,10,237878,237907,233221,233192
P3211,4706,22,10,237907,237929,233223,233201
P3238,4743,42,10,237929,237971,233228,233186
P3251,4761,43,10,237971,238014,233253,233210
P3261,4777,2,10,238014,238016,233239,233237
P3271,4792,43,10,238016,238059,233267,233224
P3302,4842,23,10,238059,238082,233240,233217
P3331,4882,16,10,238082,238098,233216,233200
P3336,4885,49,10,238098,238147,233262,233213
P3357,4912,44,10,238147,238191,233279,233235
P3361,4914,26,10,238191,238217,233303,233277
P3363,4919,49,10,238217,238266,233347,233298
P3375,4939,39,10,238266,238305,233366,233327
P3389,4959,44,10,238305,238349,233390,233346
P3390,4961,20,10,238349,238369,233408,233388
P3412,4998,36,10,238369,238405,233407,233371
P3423,5013,38,10,238405,238443,233430,233392
P3443,5053,20,10,238443,238463,233410,233390
P3446,5057,5,10,238463,238468,233411,233406
P3461,5082,17,10,238468,238485,233403,233386
P3475,5108,32,10,238485,238517,233409,233377
P3507,5158,23,10,238517,238540,233382,233359
P3515,5170,10,10,238540,238550,233380,233370
P3517,5171,34,10,238550,238584,233413,233379
P3518,5171,26,10,238584,238610,233439,233413
P3522,5176,49,10,238610,238659,233483,233434
P3528,5189,23,10,238659,238682,233493,233470
P3559,5236,25,10,238682,238707,233471,233446
P3571,5252,12,10,238707,238719,233467,233455
P3572,5252,22,10,238719,238741,233489,233467
P3576,5258,17,10,238741,238758,233500,233483
P3579,5259,17,10,238758,238775,233516,233499
P3587,5274,50,10,238775,238825,233551,233501
P3593,5285,9,10,238825,238834,233549,233540
P3597,5291,5,10,238834,238839,233548,233543
P3613,5309,35,10,238839,238874,233565,233530
P3615,5313,21,10,238874,238895,233582,233561
P3646,5358,11,10,238895,238906,233548,233537
P3657,5375,21,10,238906,238927,233552,233531
P3662,5379,21,10,238927,238948,233569,233548
P3666,5382,47,10,238948,238995,233613,233566
P3674,5394,2,10,238995,238997,233603,233601
P3677,5398,26,10,238997,239023,233625,233599
P3685,5406,31,10,239023,239054,233648,233617
P3686,5406,11,10,239054,239065,233659,233648
P3719,5443,5,10,239065,239070,233627,233622
P3723,5449,25,10,239070,239095,233646,233621
P3725,5450,16,10,239095,239111,233661,233645
P3733,5460,44,10,239111,239155,233695,233651
P3774,5516,25,10,239155,239180,233664,233639
P3778,5523,50,10,239180,239230,233707,233657
P3780,5525,27,10,239230,239257,233732,233705
P3790,5540,50,10,239257,239307,233767,233717
P3805,5561,37,10,239307,239344,233783,233746
P3806,5564,32,10,239344,239376,233812,233780
P3863,5652,30,10,239376,239406,233754,233724
P3884,5673,19,10,239406,239425,233752,233733
P3886,5675,50,10,239425,239475,233800,233750
P3888,5675,48,10,239475,239523,233848,233800
P3949,5771,11,10,239523,239534,233763,233752
P3953,5775,28,10,239534,239562,233787,233759
P3956,5781,29,10,239562,239591,233810,233781
P3963,5798,44,10,239591,239635,233837,233793
P3990,5832,7,10,239635,239642,233810,233803
P4018,5869,38,10,239642,239680,233811,233773
P4030,5888,17,10,239680,239697,233809,233792
P4031,5890,34,10,239697,239731,233841,233807
P4037,5898,35,10,239731,239766,233868,233833
P4042,5909,45,10,239766,239811,233902,233857
P4053,5927,50,10,239811,239861,233934,233884
P4057,5932,37,10,239861,239898,233966,233929
P4081,5968,28,10,239898,239926,233958,233930
P4089,5978,49,10,239926,239975,233997,233948
P4098,5996,34,10,239975,240009,234013,233979
P4103,5999,17,10,240009,240026,234027,234010
P4104,6002,8,10,240026,240034,234032,234024
P4112,6009,8,10,240034,240042,234033,234025
P4118,6020,1,10,240042,240043,234023,234022
P4121,6022,46,10,240043,240089,234067,234021
P4152,6064,41,10,240089,240130,234066,234025
P4159,6081,10,10,240130,240140,234059,234049
P4162,6083,22,10,240140,240162,234079,234057
P4167,6091,28,10,240162,240190,234099,234071
P4169,6096,14,10,240190,240204,234108,234094
P4219,6185,31,10,240204,240235,234050,234019
P4242,6219,46,10,240235,240281,234062,234016
P4248,6233,26,10,240281,240307,234074,234048
P4277,6271,46,10,240307,240353,234082,234036
P4279,6272,45,10,240353,240398,234126,234081
P4294,6295,22,10,240398,240420,234125,234103
P4297,6298,15,10,240420,240435,234137,234122
P4301,6305,47,10,240435,240482,234177,234130
P4348,6367,16,10,240482,240498,234131,234115
P4359,6380,2,10,240498,240500,234120,234118
P4361,6382,3,10,240500,240503,234121,234118
P4379,6414,48,10,240503,240551,234137,234089
P4388,6427,9,10,240551,240560,234133,234124
P4390,6430,31,10,240560,240591,234161,234130
P4398,6441,9,10,240591,240600,234159,234150
P4412,6470,32,10,240600,240632,234162,234130
P4425,6491,49,10,240632,240681,234190,234141
P4446,6509,43,10,240681,240724,234215,234172
P4454,6517,11,10,240724,240735,234218,234207
P4464,6528,47,10,240735,240782,234254,234207
P4466,6532,36,10,240782,240818,234286,234250
P4472,6537,31,10,240818,240849,234312,234281
P4478,6546,24,10,240849,240873,234327,234303
P4494,6569,28,10,240873,240901,234332,234304
P4498,6572,35,10,240901,240936,234364,234329
P4507,6586,38,10,240936,240974,234388,234350
P4513,6593,33,10,240974,241007,234414,234381
P4520,6602,9,10,241007,241016,234414,234405
P4540,6636,42,10,241016,241058,234422,234380
P4549,6644,5,10,241058,241063,234419,234414
P4559,6661,45,10,241063,241108,234447,234402
P4560,6663,15,10,241108,241123,234460,234445
P4570,6675,1,10,241123,241124,234449,234448
P4582,6693,40,10,241124,241164,234471,234431
P4596,6717,40,10,241164,241204,234487,234447
P4602,6723,21,10,241204,241225,234502,234481
P4606,6729,19,10,241225,241244,234515,234496
P4618,6743,47,10,241244,241291,234548,234501
P4627,6751,43,10,241291,241334,234583,234540
P4635,6761,26,10,241334,241360,234599,234573
P4642,6769,14,10,241360,241374,234605,234591
P4645,6772,21,10,241374,241395,234623,234602
P4653,6783,45,10,241395,241440,234657,234612
P4657,6788,49,10,241440,241489,234701,234652
P4671,6811,12,10,241489,241501,234690,234678
P4673,6814,49,10,241501,241550,234736,234687
P4679,6821,25,10,241550,241575,234754,234729
P4690,6842,18,10,241575,241593,234751,234733
P4696,6849,31,10,241593,241624,234775,234744
P4697,6849,4,10,241624,241628,234779,234775
P4698,6851,7,10,241628,241635,234784,234777
P4699,6853,33,10,241635,241668,234815,234782
P4705,6861,18,10,241668,241686,234825,234807
P4715,6881,11,10,241686,241697,234816,234805
P4718,6888,39,10,241697,241736,234848,234809
P4722,6893,20,10,241736,241756,234863,234843
P4731,6905,21,10,241756,241777,234872,234851
P4741,6920,43,10,241777,241820,234900,234857
P4742,6923,32,10,241820,241852,234929,234897
P4746,6929,26,10,241852,241878,234949,234923
P4762,6958,47,10,241878,241925,234967,234920
P4792,7000,16,10,241925,241941,234941,234925
P4796,7004,27,10,241941,241968,234964,234937
P4799,7007,42,10,241968,242010,235003,234961
P4846,7082,6,10,242010,242016,234934,234928
P4848,7086,39,10,242016,242055,234969,234930
P4862,7105,38,10,242055,242093,234988,234950
P4872,7125,45,10,242093,242138,235013,234968
P4877,7133,29,10,242138,242167,235034,235005
P4901,7165,32,10,242167,242199,235034,235002
P4905,7173,28,10,242199,242227,235054,235026
P4910,7181,4,10,242227,242231,235050,235046
P4940,7234,11,10,242231,242242,235008,234997
P4945,7239,40,10,242242,242282,235043,235003
P4951,7246,44,10,242282,242326,235080,235036
P4960,7252,24,10,242326,242350,235098,235074
P4962,7254,42,10,242350,242392,235138,235096
P4966,7262,21,10,242392,242413,235151,235130
P4967,7262,8,10,242413,242421,235159,235151
P5001,7315,5,10,242421,242426,235111,235106
P5004,7321,22,10,242426,242448,235127,235105
P5009,7330,49,10,242448,242497,235167,235118
P5027,7354,48,10,242497,242545,235191,235143
P5034,7364,34,10,242545,242579,235215,235181
P5060,7398,4,10,242579,242583,235185,235181
P5075,7421,45,10,242583,242628,235207,235162
P5080,7429,5,10,242628,242633,235204,235199
P5081,7431,4,10,242633,242637,235206,235202
P5093,7449,27,10,242637,242664,235215,235188
P5096,7452,37,10,242664,242701,235249,235212
P5104,7466,42,10,242701,242743,235277,235235
P5107,7467,50,10,242743,242793,235326,235276
P5111,7471,30,10,242793,242823,235352,235322
P5115,7477,31,10,242823,242854,235377,235346
P5126,7496,10,10,242854,242864,235368,235358
P5144,7520,41,10,242864,242905,235385,235344
P5150,7528,11,10,242905,242916,235388,235377
P5174,7558,7,10,242916,242923,235365,235358
P5187,7580,3,10,242923,242926,235346,235343
P5196,7595,19,10,242926,242945,235350,235331
P5202,7607,36,10,242945,242981,235374,235338
P5218,7633,44,10,242981,243025,235392,235348
P5222,7635,20,10,243025,243045,235410,235390
P5230,7653,46,10,243045,243091,235438,235392
P5238,7667,2,10,243091,243093,235426,235424
P5242,7677,26,10,243093,243119,235442,235416
P5246,7681,21,10,243119,243140,235459,235438
P5254,7696,48,10,243140,243188,235492,235444
P5265,7710,47,10,243188,243235,235525,235478
P5279,7733,26,10,243235,243261,235528,235502
P5324,7800,14,10,243261,243275,235475,235461
P5328,7808,11,10,243275,243286,235478,235467
P5356,7852,21,10,243286,243307,235455,235434
P5359,7857,32,10,243307,243339,235482,235450
P5363,7864,10,10,243339,243349,235485,235475
P5393,7910,12,10,243349,243361,235451,235439
P5400,7920,3,10,243361,243364,235444,235441
P5414,7946,18,10,243364,243382,235436,235418
P5416,7948,25,10,243382,243407,235459,235434
P5417,7950,33,10,243407,243440,235490,235457
P5428,7968,19,10,243440,243459,235491,235472
P5433,7977,5,10,243459,243464,235487,235482
P5453,8010,38,10,243464,243502,235492,235454
P5458,8018,37,10,243502,243539,235521,235484
P5463,8025,19,10,243539,243558,235533,235514
P5483,8048,2,10,243558,243560,235512,235510
P5492,8069,26,10,243560,243586,235517,235491
P5524,8120,29,10,243586,243615,235495,235466
P5540,8142,37,10,243615,243652,235510,235473
P5553,8167,3,10,243652,243655,235488,235485
P5567,8192,38,10,243655,243693,235501,235463
P5572,8199,40,10,243693,243733,235534,235494
P5590,8222,17,10,243733,243750,235528,235511
P5637,8291,27,10,243750,243777,235486,235459
P5642,8296,44,10,243777,243821,235525,235481
P5647,8306,8,10,243821,243829,235523,235515
P5664,8331,30,10,243829,243859,235528,235498
P5681,8352,12,10,243859,243871,235519,235507
P5686,8360,31,10,243871,243902,235542,235511
P5688,8364,27,10,243902,243929,235565,235538
P5698,8380,44,10,243929,243973,235593,235549
P5710,8394,42,10,243973,244015,235621,235579
P5713,8399,20,10,244015,244035,235636,235616
P5719,8405,25,10,244035,244060,235655,235630
P5720,8406,18,10,244060,244078,235672,235654
P5725,8415,19,10,244078,244097,235682,235663
P5738,8437,17,10,244097,244114,235677,235660
P5742,8443,18,10,244114,244132,235689,235671
P5758,8469,19,10,244132,244151,235682,235663
P5821,8554,10,10,244151,244161,235607,235597
P5828,8567,18,10,244161,244179,235612,235594
P5831,8569,6,10,244179,244185,235616,235610
P5836,8575,20,10,244185,244205,235630,235610
P5843,8587,9,10,244205,244214,235627,235618
P5845,8590,2,10,244214,244216,235626,235624
P5857,8603,21,10,244216,244237,235634,235613
P5858,8603,4,10,244237,244241,235638,235634
P5866,8614,31,10,244241,244272,235658,235627
P5873,8625,36,10,244272,244308,235683,235647
P5879,8639,47,10,244308,244355,235716,235669
P5880,8639,35,10,244355,244390,235751,235716
P5889,8651,8,10,244390,244398,235747,235739
P5892,8653,29,10,244398,244427,235774,235745
P5900,8671,7,10,244427,244434,235763,235756
P5902,8674,14,10,244434,244448,235774,235760
P5912,8692,29,10,244448,244477,235785,235756
P5939,8730,10,10,244477,244487,235757,235747
P5943,8739,44,10,244487,244531,235792,235748
P5966,8771,23,10,244531,244554,235783,235760
P5968,8774,11,10,244554,244565,235791,235780
P5990,8807,45,10,244565,244610,235803,235758
P6002,8820,29,10,244610,244639,235819,235790
P6028,8855,6,10,244639,244645,235790,235784
P6039,8870,12,10,244645,244657,235787,235775
P6044,8879,39,10,244657,244696,235817,235778
P6049,8885,47,10,244696,244743,235858,235811
P6059,8903,5,10,244743,244748,235845,235840
P6070,8925,5,10,244748,244753,235828,235823
P6081,8947,15,10,244753,244768,235821,235806
P6090,8957,45,10,244768,244813,235856,235811
P6119,8993,14,10,244813,244827,235834,235820
P6127,9008,4,10,244827,244831,235823,235819
P6138,9020,17,10,244831,244848,235828,235811
P6147,9031,45,10,244848,244893,235862,235817
P6162,9050,4,10,244893,244897,235847,235843
P6172,9065,1,10,244897,244898,235833,235832
P6177,9075,41,10,244898,244939,235864,235823
P6186,9092,12,10,244939,244951,235859,235847
P6190,9100,16,10,244951,244967,235867,235851
P6192,9102,49,10,244967,245016,235914,235865
P6198,9106,22,10,245016,245038,235932,235910
